travelCode,User_ID,flightType,Flight_agency,Departure_date,Departure,Arrival,Flight Distance (km),Flight Duration (hh:mm),Departure Time,Arrival Time,flight_number
917,8,economic,SpiceJet,22/07/2021,Visakhapatnam,Varanasi,849.38,00:56,12:52,13:48,SG425
919,8,firstClass,GoAir,08/05/2021,Shillong,Bilaspur,1062.42,01:10,13:58,15:08,G83774
920,8,premium,Akasa Air,08/12/2021,Hisar,Srinagar,4713.89,05:14,03:07,08:21,QP1935J
922,8,premium,SpiceJet,26/08/2021,Tirupati,Raigarh,1010.42,01:07,19:09,20:16,SG1486
923,8,economic,IndiGo,09/02/2021,Visakhapatnam,Nashik,1023.13,01:08,06:25,07:33,6E612
925,8,firstClass,Akasa Air,16/09/2021,Mopa,Prayagraj,8216.94,09:07,14:49,23:56,QP3156
928,8,firstClass,Air India,10/07/2021,Kolkata,Shimla,1459.94,01:37,18:37,20:14,AI5865G
932,8,firstClass,Akasa Air,11/04/2021,Shimla,Mopa,7765.05,08:37,12:40,21:17,QP4341
935,8,premium,SpiceJet,25/11/2021,Imphal,Shimla,1787.83,01:59,08:23,10:22,SG1905
938,8,economic,SpiceJet,16/12/2021,Surat,Dhubri,1826.57,02:01,03:53,05:54,SG976
942,8,economic,Air India,13/01/2022,Bilaspur,Jamshedpur,421.89,00:28,20:52,21:20,AI5687
944,8,firstClass,Air India,27/01/2022,Jaipur,Chennai,1607.53,01:47,17:28,19:15,AI3100
945,8,premium,SpiceJet,02/03/2022,Chennai,Ranchi,1257.67,01:23,15:26,16:49,SG2692R
948,8,economic,IndiGo,24/02/2022,Udaipur,Bilaspur,905.63,01:00,15:51,16:51,6E614
950,8,economic,SpiceJet,03/10/2022,Bhubaneswar,Puri,52.73,00:03,06:25,06:28,SG2952
957,8,premium,SpiceJet,28/04/2022,Bilaspur,Bhubaneswar,431.1,00:28,02:16,02:44,SG1068
958,8,firstClass,GoAir,05/05/2022,Bilaspur,Puri,457.79,00:30,05:41,06:11,G8491
962,8,firstClass,IndiGo,06/02/2022,Khowai,Ludhiana,1727.86,01:55,21:53,23:48,6E5746
966,8,premium,Akasa Air,30/06/2022,Kota,Varanasi,3182.35,03:32,15:59,19:31,QP2619
967,8,firstClass,Akasa Air,07/07/2022,Khowai,Kullu-Manali,1661.52,01:50,20:50,22:40,QP3295
969,8,firstClass,Akasa Air,21/07/2022,Delhi NCR,Prayagraj,592.01,00:39,04:37,05:16,QP990
970,8,firstClass,SpiceJet,28/07/2022,Mumbai,Udaipur,618.98,00:41,16:05,16:46,SG3826
972,8,premium,Air India,08/11/2022,Jaipur,Ayodhya,636.62,00:42,03:09,03:51,AI4746B
974,8,premium,Akasa Air,25/08/2022,Pune,Kolkata,1575.19,01:45,14:08,15:53,QP4468
977,8,premium,SpiceJet,15/09/2022,Mysuru,Jamshedpur,1544.27,01:42,17:04,18:46,SG422
984,8,firstClass,Akasa Air,11/03/2022,Hisar,Imphal,6828.56,07:35,04:26,12:01,QP5166
987,8,economic,SpiceJet,24/11/2022,Jaipur,Guwahati,1588.35,01:45,05:25,07:10,SG2874G
988,8,firstClass,Akasa Air,12/01/2022,Indore,Delhi NCR,672.42,00:44,01:15,01:59,QP2744M
997,9,firstClass,SpiceJet,26/09/2019,Imphal,Chennai,1937.32,02:09,00:38,02:47,SG4290
998,9,firstClass,Akasa Air,10/03/2019,Dehradun,Mumbai,1354.5,01:30,11:42,13:12,QP4909
999,9,premium,IndiGo,10/10/2019,Delhi NCR,Raigarh,984.05,01:05,01:53,02:58,6E5758
1006,9,firstClass,Air India,28/11/2019,Patna,Gangtok,396.01,00:26,15:22,15:48,AI1172
1007,9,firstClass,Air India,12/05/2019,Dabolim,Chennai,740.1,00:49,08:29,09:18,AI2223
1012,9,firstClass,SpiceJet,01/09/2020,Navi Mumbai,Raigarh,1126.91,01:15,19:51,21:06,SG2850
1014,9,economic,SpiceJet,23/01/2020,Amritsar,Delhi NCR,391.51,00:26,20:24,20:50,SG796
1016,9,premium,IndiGo,02/06/2020,Vadodara,Puducherry,1349.77,01:29,02:01,03:30,6E1892
1018,9,firstClass,Air India,20/02/2020,Jamshedpur,Shillong,654.58,00:43,21:26,22:09,AI269
1025,9,firstClass,SpiceJet,04/09/2020,Dabolim,Bhopal,952.21,01:03,08:01,09:04,SG938
1034,9,economic,Akasa Air,06/11/2020,Mopa,Surat,7299.73,08:06,18:07,02:13,QP3877
1035,9,economic,IndiGo,18/06/2020,Jaipur,Puri,1293.96,01:26,06:14,07:40,6E4521
1038,9,economic,SpiceJet,07/09/2020,Srinagar,Itanagar,1957.0,02:10,09:16,11:26,SG2657Q
1041,9,firstClass,IndiGo,30/07/2020,Prayagraj,Ahmedabad,976.02,01:05,12:46,13:51,6E1497A
1048,9,firstClass,GoAir,17/09/2020,Raigarh,Khowai,873.79,00:58,19:21,20:19,G82257
1051,9,premium,Akasa Air,10/08/2020,Gwalior,Bilaspur,613.21,00:40,10:35,11:15,QP5452
1052,9,economic,SpiceJet,15/10/2020,Shimla,Guwahati,1522.68,01:41,07:21,09:02,SG4058
1053,9,premium,Air India,22/10/2020,Navi Mumbai,Hyderabad,603.29,00:40,00:38,01:18,AI5193
1055,9,economic,SpiceJet,11/05/2020,Pune,Visakhapatnam,992.11,01:06,08:30,09:36,SG2591
1065,9,firstClass,AirAsia India,14/01/2021,Dehradun,Pune,1378.76,01:31,06:01,07:32,I53825
1067,9,economic,Air India,28/01/2021,Pune,Itanagar,2233.82,02:28,01:38,04:06,AI2569
1077,9,premium,SpiceJet,04/08/2021,Chennai,Jamshedpur,1247.46,01:23,12:22,13:45,SG5831D
1078,9,firstClass,GoAir,15/04/2021,Visakhapatnam,Ahmedabad,1255.45,01:23,10:33,11:56,G83498
1084,9,firstClass,AirAsia India,27/05/2021,Raigarh,Puducherry,1170.9,01:18,04:26,05:44,I51227
1090,9,economic,IndiGo,07/08/2021,Surat,Nashik,166.63,00:11,00:52,01:03,6E2517
1091,9,premium,Akasa Air,15/07/2021,Shimla,Indore,941.83,01:02,17:18,18:20,QP5451
1093,9,firstClass,Akasa Air,29/07/2021,Puri,Bhopal,951.91,01:03,21:27,22:30,QP2970
1095,9,premium,IndiGo,08/12/2021,Shillong,Gwalior,1372.67,01:31,02:26,03:57,6E5757
1096,9,premium,Air India,19/08/2021,Srinagar,Bilaspur,1516.03,01:41,09:21,11:02,AI3881
1101,9,firstClass,GoAir,23/09/2021,Thiruvananthapuram,Nashik,1324.36,01:28,02:39,04:07,G83207
1103,9,firstClass,SpiceJet,10/07/2021,Thiruvananthapuram,Ludhiana,2496.31,02:46,22:39,01:25,SG1760
1106,9,economic,Air India,28/10/2021,Vijayawada,Delhi NCR,1399.88,01:33,14:26,15:59,AI4498
1113,10,premium,Akasa Air,10/03/2019,Ranchi,Patna,250.91,00:16,12:14,12:30,QP376I
1119,10,premium,Air India,14/11/2019,Tirupati,Imphal,1964.06,02:10,22:01,00:11,AI3779
1125,10,firstClass,Akasa Air,26/12/2019,Ludhiana,Raipur,1220.68,01:21,06:31,07:52,QP3095
1133,10,firstClass,AirAsia India,20/02/2020,Shillong,Udaipur,1831.77,02:02,02:48,04:50,I51420
1136,10,premium,SpiceJet,03/12/2020,Ranchi,Indore,972.02,01:04,10:38,11:42,SG5053E
1139,10,economic,SpiceJet,04/02/2020,Varanasi,Dabolim,1460.45,01:37,19:02,20:39,SG535G
1144,10,firstClass,IndiGo,05/07/2020,Shimla,Vijayawada,1660.95,01:50,19:13,21:03,6E1909
1150,10,premium,SpiceJet,18/06/2020,Gwalior,Imphal,1589.44,01:45,02:18,04:03,SG1788
1151,10,firstClass,IndiGo,25/06/2020,Coimbatore,Raipur,1241.42,01:22,02:08,03:30,6E2240
1157,10,premium,IndiGo,08/06/2020,Jamshedpur,Hyderabad,1006.83,01:07,22:12,23:19,6E3529
1160,10,premium,Akasa Air,27/08/2020,Vijayawada,Shillong,1539.64,01:42,17:51,19:33,QP3500
1162,10,economic,Akasa Air,09/10/2020,Bhopal,Khowai,1448.53,01:36,22:17,23:53,QP5967W
1164,10,economic,IndiGo,24/09/2020,Kolkata,Kullu-Manali,1515.03,01:41,03:10,04:51,6E1587
1166,10,premium,IndiGo,10/08/2020,Gangtok,Mopa,8880.68,09:52,04:59,14:51,6E1553P
1167,10,economic,SpiceJet,15/10/2020,Visakhapatnam,Ludhiana,1647.8,01:49,00:32,02:21,SG4070
1173,10,premium,IndiGo,26/11/2020,Pune,Ludhiana,1392.59,01:32,08:49,10:21,6E1636
1174,10,premium,IndiGo,12/03/2020,Gwalior,Chennai,1477.75,01:38,14:33,16:11,6E1693
1177,11,premium,Akasa Air,10/03/2019,Nashik,Ayodhya,1143.55,01:16,22:30,23:46,QP3162
1180,11,premium,IndiGo,24/10/2019,Mopa,Dehradun,7844.44,08:42,16:15,00:57,6E3459
1183,11,economic,Akasa Air,14/11/2019,Prayagraj,Itanagar,1186.96,01:19,09:03,10:22,QP426L
1184,11,premium,Air India,21/11/2019,Tirupati,Pune,805.07,00:53,05:53,06:46,AI1905
1188,11,premium,Air India,19/12/2019,Dhubri,Vijayawada,1432.36,01:35,18:29,20:04,AI3688
1190,11,premium,SpiceJet,01/02/2020,Tirupati,Ludhiana,1955.4,02:10,04:37,06:47,SG3786
1192,11,premium,SpiceJet,16/01/2020,Prayagraj,Shimla,778.1,00:51,18:12,19:03,SG2761X
1193,11,economic,IndiGo,23/01/2020,Pune,Khowai,1937.46,02:09,23:36,01:45,6E5606
1198,11,firstClass,Air India,27/02/2020,Raipur,Delhi NCR,944.74,01:02,23:50,00:52,AI4619
1201,11,firstClass,SpiceJet,19/03/2020,Kullu-Manali,Kota,2617.2,02:54,23:19,02:13,SG1288
1202,11,firstClass,SpiceJet,26/03/2020,Ranchi,Diu,1504.74,01:40,00:32,02:12,SG668
1204,11,economic,SpiceJet,04/09/2020,Raipur,Pune,867.36,00:57,00:22,01:19,SG3830
1209,11,premium,IndiGo,14/05/2020,Visakhapatnam,Mumbai,1099.69,01:13,04:41,05:54,6E2380
1213,11,premium,SpiceJet,06/11/2020,Gwalior,Puri,1059.98,01:10,11:23,12:33,SG5341
1220,11,firstClass,GoAir,30/07/2020,Kolkata,Thiruvananthapuram,1983.91,02:12,04:59,07:11,G84618
1222,11,economic,IndiGo,13/08/2020,Navi Mumbai,Puri,1345.64,01:29,22:58,00:27,6E2243
1226,11,premium,IndiGo,09/10/2020,Nashik,Gangtok,1713.38,01:54,05:16,07:10,6E4664
1227,11,premium,SpiceJet,17/09/2020,Coimbatore,Puducherry,328.69,00:21,01:20,01:41,SG5541
1238,11,firstClass,IndiGo,12/03/2020,Jaipur,Visakhapatnam,1278.77,01:25,16:11,17:36,6E3672
1250,11,premium,Akasa Air,25/02/2021,Mopa,Ayodhya,8249.54,09:09,04:07,13:16,QP4854
1252,11,economic,Akasa Air,03/11/2021,Pune,Varanasi,1208.86,01:20,13:01,14:21,QP4695I
1255,11,firstClass,GoAir,04/01/2021,Amritsar,Dehradun,333.91,00:22,22:40,23:02,G84556
1257,11,firstClass,AirAsia India,15/04/2021,Delhi NCR,Thiruvananthapuram,2243.39,02:29,17:03,19:32,I51607B
1262,11,premium,IndiGo,20/05/2021,Itanagar,Pune,2233.82,02:28,00:20,02:48,6E440
1263,11,economic,IndiGo,27/05/2021,Khowai,Chennai,1705.2,01:53,06:17,08:10,6E2765
1268,11,firstClass,GoAir,07/01/2021,Hyderabad,Puducherry,623.77,00:41,09:55,10:36,G8126
1270,11,premium,SpiceJet,15/07/2021,Mopa,Bhopal,7770.89,08:38,10:30,19:08,SG4245
1271,11,premium,Akasa Air,22/07/2021,Mopa,Indore,7610.36,08:27,18:26,02:53,QP4227
1274,11,economic,Akasa Air,08/12/2021,Ranchi,Amritsar,1379.48,01:31,08:16,09:47,QP2854
1276,11,firstClass,SpiceJet,26/08/2021,Dehradun,Gwalior,455.5,00:30,23:09,23:39,SG3935
1278,11,firstClass,IndiGo,09/09/2021,Bengaluru,Pune,735.14,00:49,18:09,18:58,6E1200
1280,11,economic,Air India,23/09/2021,Hyderabad,Khowai,1554.66,01:43,20:53,22:36,AI2456W
1281,11,economic,Air India,30/09/2021,Delhi NCR,Ranchi,1012.61,01:07,23:28,00:35,AI3478
1282,11,firstClass,Akasa Air,10/07/2021,Patna,Guwahati,664.43,00:44,19:49,20:33,QP639
1283,11,economic,IndiGo,14/10/2021,Kullu-Manali,Srinagar,329.11,00:21,06:34,06:55,6E5328
1289,11,firstClass,Air India,25/11/2021,Ayodhya,Hyderabad,1115.64,01:14,12:49,14:03,AI5135
1290,11,economic,IndiGo,12/02/2021,Guwahati,Tirupati,1896.76,02:06,11:29,13:35,6E4098
1292,11,firstClass,Air India,16/12/2021,Mopa,Udaipur,7397.63,08:13,00:48,09:01,AI5172
1294,11,firstClass,AirAsia India,30/12/2021,Kota,Gwalior,2690.24,02:59,08:03,11:02,I5489
1299,11,economic,Air India,02/03/2022,Chandigarh,Diu,1256.47,01:23,01:10,02:33,AI742
1301,11,premium,IndiGo,17/02/2022,Patna,Bengaluru,1610.24,01:47,17:05,18:52,6E4355
1303,11,economic,Air India,03/03/2022,Jamshedpur,Prayagraj,529.55,00:35,01:06,01:41,AI3445
1316,11,economic,SpiceJet,06/02/2022,Bhopal,Delhi NCR,601.97,00:40,13:51,14:31,SG2120
1319,11,firstClass,Air India,23/06/2022,Kolkata,Raigarh,516.49,00:34,23:59,00:33,AI2583
1322,11,economic,Akasa Air,14/07/2022,Bhopal,Patna,824.8,00:54,06:32,07:26,QP2675D
1325,11,premium,IndiGo,08/04/2022,Shimla,Chandigarh,54.56,00:03,02:34,02:37,6E703
1327,11,economic,Akasa Air,18/08/2022,Raipur,Gangtok,979.0,01:05,23:05,00:10,QP2833Q
1328,11,economic,SpiceJet,25/08/2022,Varanasi,Bhubaneswar,631.1,00:42,19:31,20:13,SG1768
1334,11,economic,Akasa Air,10/06/2022,Ahmedabad,Visakhapatnam,1255.45,01:23,09:45,11:08,QP893
1349,11,firstClass,Akasa Air,19/01/2023,Bhopal,Bilaspur,504.8,00:33,02:41,03:14,QP2433
1350,11,premium,Air India,26/01/2023,Mumbai,Jaipur,921.69,01:01,14:59,16:00,AI5848
1357,11,firstClass,Air India,16/03/2023,Kota,Chandigarh,2565.24,02:51,22:03,00:54,AI5215
1362,11,firstClass,Air India,20/04/2023,Raipur,Raigarh,196.73,00:13,19:59,20:12,AI4550
1365,11,firstClass,GoAir,05/11/2023,Coimbatore,Ayodhya,1839.88,02:02,18:47,20:49,G82725Y
1368,12,economic,Akasa Air,26/09/2019,Jamshedpur,Delhi NCR,1120.3,01:14,18:44,19:58,QP1105
1369,12,firstClass,SpiceJet,10/03/2019,Prayagraj,Puri,749.01,00:49,17:36,18:25,SG3367
1371,12,economic,Akasa Air,17/10/2019,Vadodara,Shimla,1054.83,01:10,09:05,10:15,QP5549
1378,12,firstClass,SpiceJet,12/05/2019,Kolkata,Raigarh,516.49,00:34,00:59,01:33,SG5210
1380,12,economic,IndiGo,19/12/2019,Srinagar,Vadodara,1319.83,01:27,06:00,07:27,6E513
1383,12,firstClass,GoAir,01/09/2020,Prayagraj,Puri,749.01,00:49,15:09,15:58,G81565
1388,12,firstClass,SpiceJet,13/02/2020,Bengaluru,Mysuru,127.83,00:08,06:01,06:09,SG676
1389,12,firstClass,GoAir,20/02/2020,Itanagar,Dehradun,1559.75,01:43,02:46,04:29,G84596
1391,12,economic,Air India,03/05/2020,Ayodhya,Kullu-Manali,747.05,00:49,04:53,05:42,AI2132A
1396,12,economic,Air India,04/09/2020,Jamshedpur,Shillong,654.58,00:43,13:26,14:09,AI269
1397,12,firstClass,Akasa Air,16/04/2020,Varanasi,Coimbatore,1713.85,01:54,09:07,11:01,QP364
1398,12,firstClass,Air India,23/04/2020,Diu,Chennai,1302.03,01:26,00:41,02:07,AI4024K
1400,12,firstClass,Akasa Air,05/07/2020,Ayodhya,Guwahati,951.75,01:03,23:33,00:36,QP2470
1404,12,firstClass,AirAsia India,06/04/2020,Shillong,Bhopal,1487.77,01:39,03:11,04:50,I51580
1405,12,economic,Akasa Air,06/11/2020,Jaipur,Delhi NCR,231.43,00:15,20:55,21:10,QP3078L
1407,12,premium,IndiGo,25/06/2020,Dabolim,Puducherry,752.87,00:50,07:38,08:28,6E965
1408,12,economic,IndiGo,07/02/2020,Khowai,Puducherry,1833.28,02:02,12:55,14:57,6E5122
1412,12,premium,SpiceJet,30/07/2020,Dhubri,Gwalior,1179.11,01:18,22:08,23:26,SG3416
1414,12,premium,Akasa Air,13/08/2020,Vadodara,Visakhapatnam,1163.27,01:17,17:21,18:38,QP5816
1415,12,premium,IndiGo,20/08/2020,Jaipur,Patna,943.53,01:02,09:35,10:37,6E3891
1417,12,firstClass,IndiGo,09/03/2020,Hisar,Gwalior,5428.39,06:01,14:49,20:50,6E2857
1420,12,firstClass,GoAir,24/09/2020,Surat,Ranchi,1305.66,01:27,06:21,07:48,G82211
1425,12,firstClass,IndiGo,29/10/2020,Ranchi,Bengaluru,1411.39,01:34,11:26,13:00,6E1311
1429,12,economic,IndiGo,26/11/2020,Raigarh,Mopa,8390.44,09:19,17:05,02:24,6E5899
1431,12,firstClass,Akasa Air,12/10/2020,Hyderabad,Bhubaneswar,840.09,00:56,07:40,08:36,QP253
1435,12,premium,Akasa Air,01/07/2021,Hisar,Dabolim,5793.99,06:26,15:12,21:38,QP1251A
1440,13,firstClass,AirAsia India,10/10/2019,Raigarh,Itanagar,1182.94,01:18,08:52,10:10,I5557
1441,13,premium,Air India,17/10/2019,Kolkata,Jaipur,1358.34,01:30,19:33,21:03,AI4708
1442,13,firstClass,GoAir,24/10/2019,Dehradun,Hisar,5178.61,05:45,16:02,21:47,G83922U
1443,13,premium,IndiGo,31/10/2019,Delhi NCR,Ranchi,1012.61,01:07,07:20,08:27,6E2872Y
1444,13,firstClass,AirAsia India,11/07/2019,Jamshedpur,Surat,1387.95,01:32,16:08,17:40,I52170
1445,13,premium,SpiceJet,14/11/2019,Jamshedpur,Ranchi,107.9,00:07,11:39,11:46,SG3776
1447,13,premium,Akasa Air,28/11/2019,Bhubaneswar,Patna,596.04,00:39,17:03,17:42,QP4951
1453,13,firstClass,SpiceJet,01/09/2020,Dhubri,Guwahati,176.72,00:11,15:09,15:20,SG364
1454,13,firstClass,Air India,16/01/2020,Bhopal,Delhi NCR,601.97,00:40,17:23,18:03,AI993
1456,13,economic,SpiceJet,30/01/2020,Gwalior,Bhubaneswar,1024.85,01:08,11:47,12:55,SG2319
1463,13,premium,Akasa Air,19/03/2020,Udaipur,Khowai,1812.4,02:00,01:06,03:06,QP5407
1466,13,firstClass,IndiGo,04/09/2020,Dabolim,Diu,665.08,00:44,16:20,17:04,6E1446O
1470,13,economic,Air India,05/07/2020,Prayagraj,Raipur,468.78,00:31,01:10,01:41,AI1071
1476,13,firstClass,SpiceJet,18/06/2020,Jamshedpur,Guwahati,676.58,00:45,08:00,08:45,SG2568
1482,13,economic,Air India,30/07/2020,Dehradun,Delhi NCR,206.89,00:13,23:01,23:14,AI1660
1483,13,economic,Akasa Air,08/06/2020,Hyderabad,Vadodara,774.45,00:51,13:13,14:04,QP4516
1495,13,firstClass,Akasa Air,29/10/2020,Amritsar,Shimla,225.04,00:15,06:10,06:25,QP2674
1496,13,firstClass,IndiGo,11/05/2020,Tirupati,Kolkata,1369.76,01:31,03:35,05:06,6E5647
1499,13,economic,Akasa Air,26/11/2020,Kota,Puducherry,3355.26,03:43,19:45,23:28,QP2104
1503,13,premium,SpiceJet,24/12/2020,Gangtok,Dehradun,1082.57,01:12,06:21,07:33,SG1743L
1505,13,premium,SpiceJet,01/07/2021,Tirupati,Ranchi,1244.86,01:22,16:40,18:02,SG5714
1508,13,premium,IndiGo,28/01/2021,Patna,Hyderabad,1144.43,01:16,09:25,10:41,6E3235
1518,13,economic,IndiGo,04/08/2021,Visakhapatnam,Nashik,1023.13,01:08,07:40,08:48,6E612
1524,13,economic,Air India,20/05/2021,Indore,Visakhapatnam,951.01,01:03,04:15,05:18,AI987
1525,13,firstClass,Akasa Air,27/05/2021,Delhi NCR,Ayodhya,545.38,00:36,00:44,01:20,QP4512
1526,13,firstClass,IndiGo,06/03/2021,Puducherry,Gangtok,1941.14,02:09,00:51,03:00,6E3389
1528,13,premium,SpiceJet,17/06/2021,Visakhapatnam,Varanasi,849.38,00:56,05:29,06:25,SG425
1534,13,premium,Akasa Air,29/07/2021,Udaipur,Raigarh,1033.2,01:08,19:57,21:05,QP5687
1535,13,economic,IndiGo,08/05/2021,Bilaspur,Shimla,1118.96,01:14,18:36,19:50,6E3360
1536,13,firstClass,SpiceJet,08/12/2021,Dhubri,Coimbatore,2157.8,02:23,18:38,21:01,SG3842
1538,13,firstClass,SpiceJet,26/08/2021,Delhi NCR,Visakhapatnam,1371.42,01:31,03:38,05:09,SG3982N
1539,13,firstClass,AirAsia India,09/02/2021,Bhopal,Bhubaneswar,931.44,01:02,14:32,15:34,I5925
1540,13,economic,Air India,09/09/2021,Delhi NCR,Bhubaneswar,1285.63,01:25,11:55,13:20,AI4459
1546,13,economic,Air India,21/10/2021,Ayodhya,Prayagraj,154.86,00:10,00:51,01:01,AI1194
1548,13,economic,Air India,11/04/2021,Amritsar,Itanagar,1881.66,02:05,22:17,00:22,AI653
1554,13,firstClass,Air India,16/12/2021,Varanasi,Patna,215.59,00:14,18:58,19:12,AI770Q
1556,13,firstClass,Akasa Air,30/12/2021,Navi Mumbai,Prayagraj,1153.96,01:16,17:01,18:17,QP1862Z
1557,13,firstClass,Akasa Air,01/06/2022,Dabolim,Shimla,1780.96,01:58,07:47,09:45,QP897
1566,13,premium,Akasa Air,03/10/2022,Guwahati,Srinagar,1847.28,02:03,22:48,00:51,QP1898
1575,13,economic,Akasa Air,05/12/2022,Raipur,Shimla,1184.31,01:18,10:25,11:43,QP1970
1576,13,firstClass,IndiGo,19/05/2022,Prayagraj,Vadodara,944.84,01:02,06:27,07:29,6E5535
1587,13,premium,SpiceJet,08/04/2022,Puri,Khowai,761.45,00:50,17:12,18:02,SG874
1592,13,premium,Air India,09/08/2022,Bhubaneswar,Pune,1271.07,01:24,07:14,08:38,AI4305
1602,13,economic,IndiGo,17/11/2022,Hisar,Delhi NCR,5192.96,05:46,06:08,11:54,6E3307
1604,13,economic,Akasa Air,12/01/2022,Puri,Bhopal,951.91,01:03,23:29,00:32,QP2970
1607,13,firstClass,AirAsia India,22/12/2022,Mumbai,Ayodhya,1283.34,01:25,21:06,22:31,I55493
1610,13,firstClass,AirAsia India,01/12/2023,Mysuru,Delhi NCR,1820.0,02:01,20:15,22:16,I5542
1612,13,premium,Akasa Air,26/01/2023,Bilaspur,Chandigarh,1100.54,01:13,17:47,19:00,QP2473
1618,14,firstClass,GoAir,10/03/2019,Vijayawada,Kolkata,1051.8,01:10,21:59,23:09,G85920
1621,14,economic,SpiceJet,24/10/2019,Vadodara,Pune,425.67,00:28,20:14,20:42,SG5980
1622,14,economic,Air India,31/10/2019,Vijayawada,Pune,754.02,00:50,16:23,17:13,AI485
1625,14,economic,SpiceJet,21/11/2019,Chandigarh,Thiruvananthapuram,2474.23,02:44,20:04,22:48,SG5564P
1636,14,premium,Akasa Air,02/06/2020,Srinagar,Shimla,398.48,00:26,20:48,21:14,QP1350
1640,14,economic,IndiGo,03/05/2020,Kota,Surat,2251.69,02:30,08:46,11:16,6E2096
1642,14,economic,IndiGo,19/03/2020,Raigarh,Shillong,955.13,01:03,15:17,16:20,6E5240
1651,14,firstClass,AirAsia India,21/05/2020,Dehradun,Udaipur,767.21,00:51,15:54,16:45,I5682
1652,14,firstClass,Air India,28/05/2020,Itanagar,Puri,1134.07,01:15,01:12,02:27,AI4747
1663,15,firstClass,Air India,11/07/2019,Vijayawada,Khowai,1417.23,01:34,21:00,22:34,AI2159
1670,15,firstClass,IndiGo,26/12/2019,Dehradun,Amritsar,333.91,00:22,08:32,08:54,6E3830T
1673,15,premium,Air India,16/01/2020,Imphal,Thiruvananthapuram,2557.74,02:50,18:43,21:33,AI4718
1676,15,premium,Air India,02/06/2020,Guwahati,Kota,4036.62,04:29,07:09,11:38,AI3565
1679,15,firstClass,Akasa Air,27/02/2020,Gwalior,Vijayawada,1110.9,01:14,20:17,21:31,QP3064
1680,15,firstClass,AirAsia India,03/05/2020,Mopa,Jamshedpur,8670.74,09:38,07:45,17:23,I53121
1685,15,economic,IndiGo,04/09/2020,Diu,Itanagar,2402.82,02:40,18:51,21:31,6E4607
1686,15,premium,IndiGo,16/04/2020,Ranchi,Hisar,6204.63,06:53,18:59,01:52,6E5696
1689,15,firstClass,SpiceJet,05/07/2020,Bilaspur,Jamshedpur,421.89,00:28,20:23,20:51,SG1162
1690,15,economic,IndiGo,14/05/2020,Vadodara,Gwalior,666.46,00:44,03:46,04:30,6E4816
1696,15,economic,Akasa Air,25/06/2020,Vijayawada,Ahmedabad,1111.48,01:14,10:27,11:41,QP2435
1699,15,premium,IndiGo,16/07/2020,Bengaluru,Ludhiana,2002.81,02:13,07:36,09:49,6E3514
1705,15,firstClass,IndiGo,27/08/2020,Jaipur,Ludhiana,443.98,00:29,23:18,23:47,6E5456
1712,15,economic,Akasa Air,15/10/2020,Ayodhya,Thiruvananthapuram,2110.33,02:20,17:44,20:04,QP4462M
1713,15,firstClass,IndiGo,22/10/2020,Delhi NCR,Nashik,1019.06,01:07,20:41,21:48,6E4096
1719,15,economic,IndiGo,12/03/2020,Hyderabad,Gwalior,984.04,01:05,18:12,19:17,6E5645
1722,15,premium,Air India,24/12/2020,Prayagraj,Gwalior,377.49,00:25,05:43,06:08,AI2935
1733,15,economic,Akasa Air,03/11/2021,Jaipur,Jamshedpur,1143.98,01:16,01:19,02:35,QP185G
1735,15,premium,Air India,25/03/2021,Gangtok,Dabolim,2023.14,02:14,20:06,22:20,AI4179
1737,15,premium,Akasa Air,04/08/2021,Shillong,Ludhiana,1676.79,01:51,01:18,03:09,QP2320
1739,15,economic,IndiGo,22/04/2021,Bhopal,Pune,642.6,00:42,13:39,14:21,6E3514O
1740,15,economic,SpiceJet,29/04/2021,Ranchi,Coimbatore,1632.07,01:48,03:12,05:00,SG5770
1744,15,premium,SpiceJet,27/05/2021,Delhi NCR,Kota,2575.97,02:51,16:38,19:29,SG4632
1745,15,economic,SpiceJet,06/03/2021,Nashik,Ranchi,1246.56,01:23,17:17,18:40,SG5810
1747,15,premium,SpiceJet,17/06/2021,Itanagar,Kolkata,730.2,00:48,14:04,14:52,SG5421
1748,15,firstClass,Air India,24/06/2021,Dabolim,Mopa,7415.65,08:14,00:17,08:31,AI5733
1751,15,premium,SpiceJet,15/07/2021,Mumbai,Surat,236.14,00:15,10:06,10:21,SG902
1752,15,economic,IndiGo,22/07/2021,Shimla,Udaipur,800.26,00:53,22:10,23:03,6E4139
1755,15,premium,Air India,08/12/2021,Navi Mumbai,Ayodhya,1276.04,01:25,18:46,20:11,AI5629
1756,15,economic,Air India,19/08/2021,Prayagraj,Khowai,997.29,01:06,17:32,18:38,AI462
1757,15,firstClass,SpiceJet,26/08/2021,Srinagar,Bhopal,1230.57,01:22,03:46,05:08,SG4789
1761,15,economic,SpiceJet,23/09/2021,Vijayawada,Mopa,8136.79,09:02,18:35,03:37,SG2210
1765,15,economic,IndiGo,21/10/2021,Ahmedabad,Surat,205.0,00:13,18:49,19:02,6E5720
1770,15,premium,SpiceJet,25/11/2021,Varanasi,Dehradun,741.12,00:49,16:13,17:02,SG872
1774,15,premium,SpiceJet,23/12/2021,Guwahati,Amritsar,1747.6,01:56,21:03,22:59,SG2754
1777,15,economic,IndiGo,13/01/2022,Amritsar,Hyderabad,1623.82,01:48,18:22,20:10,6E5149
