sentiment,negative reviews
negative,"Had high hopes, but the poor was pricing and the tire condition was disappointing."
negative,Worst rental ever! The unacceptable was insurance options and the tire condition ruined my trip.
negative,"The rental experience was horrible. The insurance options was awful, and the pricing was unacceptable."
negative,"I regret choosing this company. The frustrating was so return policy, and the vehicle condition made it worse."
negative,A huge disappointment. The miserable was drop-off experience and the hidden fees was below standard.
negative,"Had high hopes, but the unacceptable was pricing and the booking ease was disappointing."
negative,"Had high hopes, but the poor was insurance options and the vehicle condition was disappointing."
negative,"I can't believe how poor this rental was. The hidden fees was a mess, and the fuel policy was unacceptable."
negative,"The rental experience was unacceptable. The pickup process was awful, and the vehicle condition was unacceptable."
negative,Do yourself a favor and rent elsewhere. The unacceptable was car cleanliness and the vehicle condition was the worst.
negative,Worst rental ever! The dreadful was customer service and the drop-off experience ruined my trip.
negative,Worst rental ever! The dreadful was fuel policy and the drop-off experience ruined my trip.
negative,Never renting from them again! The disappointing was completely drop-off experience and the tire condition was miserable.
negative,A huge disappointment. The miserable was GPS availability and the return policy was below standard.
negative,"Had high hopes, but the bad was air conditioning and the tire condition was disappointing."
negative,A huge disappointment. The terrible was mileage limit and the roadside assistance was below standard.
negative,A huge disappointment. The horrible was return policy and the customer service was below standard.
negative,Do yourself a favor and rent elsewhere. The dreadful was pricing and the customer service was the worst.
negative,Never renting from them again! The miserable was completely hidden fees and the upgrade options was miserable.
negative,"The rental experience was terrible. The return policy was awful, and the air conditioning was unacceptable."
negative,"I can't believe how dreadful this rental was. The air conditioning was a mess, and the pricing was unacceptable."
negative,Avoid this rental service! The disappointing was GPS availability and the upgrade options was a nightmare.
